employeeid,age,gender,department,jobrole,monthlyincome,yearsatcompany,distancefromhome,overtime,martialstatus,educationfield,jobsatisfaction,environmentstatiafaction,attrition
3396,34,Female,Research & Development,Data Analyst,4705,5,27,Yes,Married,Life Sciences,2,1,No
3397,38,Female,IT,System Administrator,5521,9,15,Yes,Married,Life Sciences,4,3,Yes
3398,19,Female,Operations,Operations Analyst,5929,1,38,No,Married,Other,2,4,Yes
3399,27,Male,Human Resources,HR Manager,8136,9,34,Yes,Divorced,Other,1,1,No
3400,57,Male,IT,System Administrator,6476,4,38,Yes,Married,Technical Degree,2,2,No
3401,51,Female,Human Resources,HR Executive,3411,2,6,No,Divorced,Technical Degree,1,1,Yes
3402,47,Female,Research & Development,Laboratory Technician,6007,0,6,No,Married,Medical,4,1,No
3403,38,Male,Human Resources,Recruiter,4348,2,1,No,Single,Medical,4,2,No
3404,57,Female,Human Resources,Recruiter,5334,2,37,Yes,Single,Technical Degree,2,2,No
3405,33,Female,Sales,Sales Representative,3434,4,25,No,Single,Other,2,3,No
3406,21,Male,Human Resources,Recruiter,3029,3,16,Yes,Single,Technical Degree,4,1,No
3407,43,Female,Human Resources,HR Executive,1971,2,5,Yes,Divorced,Life Sciences,3,2,No
3408,28,Female,Sales,Sales Executive,4214,0,22,No,Single,Technical Degree,1,4,No
3409,45,Male,IT,System Administrator,2222,0,18,No,Single,Medical,1,3,No
3410,41,Male,Finance,Accountant,4597,5,39,Yes,Married,Technical Degree,2,3,No
3411,25,Male,Human Resources,HR Manager,7950,7,31,No,Divorced,Life Sciences,1,3,No
3412,37,Male,Research & Development,Data Analyst,5168,2,38,Yes,Divorced,Life Sciences,2,1,No
3413,55,Female,Research & Development,Data Analyst,5283,8,8,No,Single,Life Sciences,1,3,No
3414,43,Female,IT,System Administrator,3985,0,11,Yes,Married,Medical,1,3,Yes
3415,19,Male,Sales,Sales Executive,3727,1,3,Yes,Single,Other,4,3,No
3416,37,Female,Operations,Operations Manager,4849,7,24,No,Divorced,Life Sciences,4,4,No
3417,29,Female,Research & Development,Laboratory Technician,4380,1,30,Yes,Divorced,Life Sciences,2,4,No
3418,58,Male,Human Resources,Recruiter,4338,7,10,Yes,Divorced,Life Sciences,3,2,No
3419,21,Female,Sales,Sales Executive,2625,3,7,No,Married,Other,2,2,No
3420,29,Female,Research & Development,Laboratory Technician,4440,3,10,No,Married,Medical,1,2,No
3421,58,Female,Finance,Financial Analyst,4071,3,9,Yes,Single,Marketing,2,1,Yes
3422,46,Male,IT,System Administrator,6228,13,25,Yes,Married,Medical,4,4,No
3423,59,Female,Operations,Operations Analyst,8274,15,31,No,Single,Other,4,4,No
3424,26,Male,Finance,Accountant,6071,6,22,Yes,Married,Life Sciences,1,4,Yes
3425,20,Female,Research & Development,Data Analyst,3307,2,39,No,Single,Marketing,1,1,No
3426,35,Male,Research & Development,Laboratory Technician,3344,1,19,Yes,Married,Other,4,3,No
3427,29,Female,Research & Development,Data Analyst,3429,6,38,No,Divorced,Medical,4,2,No
3428,53,Male,Operations,Operations Analyst,7532,6,13,Yes,Married,Other,2,4,No
3429,48,Female,IT,Software Engineer,5148,6,15,Yes,Married,Medical,3,2,Yes
3430,41,Male,IT,BI Analyst,5828,3,28,Yes,Divorced,Life Sciences,1,1,No
3431,37,Female,Human Resources,HR Executive,6715,2,1,No,Divorced,Life Sciences,1,3,No
3432,53,Female,Human Resources,HR Executive,7558,13,13,No,Married,Technical Degree,3,4,No
3433,26,Female,Operations,Operations Manager,6486,5,21,Yes,Single,Other,2,1,No
3434,35,Female,Human Resources,HR Manager,5532,10,11,No,Divorced,Marketing,3,2,No
3435,20,Male,Research & Development,Research Scientist,2913,2,19,No,Divorced,Technical Degree,1,3,Yes
3436,25,Female,Operations,Operations Manager,6549,7,32,Yes,Married,Life Sciences,1,4,No
3437,43,Female,Finance,Financial Analyst,3453,0,2,No,Single,Technical Degree,1,3,Yes
3438,33,Female,Research & Development,Research Scientist,2921,0,32,No,Single,Medical,2,4,No
3439,31,Male,Operations,Operations Analyst,5119,8,29,Yes,Divorced,Other,2,1,No
3440,40,Male,IT,Software Engineer,3047,4,9,No,Single,Medical,4,3,No
3441,45,Male,Human Resources,HR Manager,5446,6,5,Yes,Married,Other,4,2,No
3442,24,Male,Research & Development,Research Scientist,4523,3,16,Yes,Married,Marketing,4,2,No
3443,19,Male,IT,System Administrator,3272,1,33,Yes,Single,Technical Degree,2,1,Yes
3444,23,Male,Human Resources,HR Manager,6166,0,5,Yes,Married,Life Sciences,1,2,No
3445,23,Female,Sales,Account Manager,4633,3,34,No,Married,Life Sciences,1,2,No
3446,52,Female,IT,System Administrator,10734,10,5,No,Divorced,Other,2,2,No
3447,60,Female,Sales,Sales Executive,4789,1,13,Yes,Divorced,Technical Degree,1,3,Yes
3448,37,Female,Operations,Operations Analyst,4103,3,3,No,Married,Life Sciences,2,1,No
3449,43,Male,Sales,Sales Representative,3399,3,19,Yes,Single,Life Sciences,1,1,Yes
3450,47,Male,Human Resources,Recruiter,3480,5,31,No,Divorced,Medical,2,1,No
3451,45,Female,IT,System Administrator,6316,9,32,No,Single,Other,2,1,No
3452,55,Female,IT,BI Analyst,5190,7,28,No,Divorced,Technical Degree,4,4,No
3453,50,Male,Sales,Sales Executive,5345,4,9,No,Divorced,Other,4,1,No
3454,57,Female,IT,Software Engineer,3820,1,18,No,Single,Life Sciences,2,1,No
3455,34,Male,Sales,Account Manager,3431,2,33,No,Divorced,Technical Degree,3,4,No
3456,25,Male,Research & Development,Laboratory Technician,5607,0,20,Yes,Single,Life Sciences,4,4,No
3457,50,Female,Finance,Accountant,6146,3,35,No,Single,Technical Degree,2,1,No
3458,35,Male,Sales,Sales Representative,4956,10,38,No,Married,Life Sciences,2,2,No
3459,19,Female,Human Resources,Recruiter,7322,1,27,No,Single,Medical,2,3,No
3460,58,Female,Operations,Operations Manager,7212,13,30,Yes,Single,Life Sciences,3,2,No
3461,59,Female,Human Resources,Recruiter,4992,7,21,No,Married,Life Sciences,3,2,No
3462,55,Male,IT,BI Analyst,4889,7,33,No,Divorced,Medical,4,4,No
3463,20,Male,Sales,Sales Executive,2414,0,18,No,Divorced,Marketing,2,1,No
3464,29,Female,Sales,Sales Executive,4142,6,29,No,Divorced,Technical Degree,4,1,No
3465,24,Female,Sales,Sales Representative,3960,5,27,Yes,Single,Other,3,4,No
3466,45,Male,Human Resources,HR Executive,5523,2,32,Yes,Divorced,Marketing,3,3,No
3467,23,Female,Finance,Accountant,5238,5,33,Yes,Married,Life Sciences,1,1,Yes
3468,47,Male,Research & Development,Laboratory Technician,6826,9,15,Yes,Married,Medical,3,3,Yes
3469,45,Male,Finance,Finance Manager,6198,11,14,No,Married,Medical,3,1,No
3470,46,Male,Sales,Sales Representative,3438,4,37,Yes,Married,Technical Degree,3,4,Yes
3471,24,Female,IT,Software Engineer,6157,4,33,Yes,Married,Medical,1,1,Yes
3472,40,Male,Sales,Sales Representative,7902,11,33,No,Single,Technical Degree,3,1,No
3473,21,Female,Sales,Sales Representative,5299,0,16,Yes,Married,Medical,2,3,No
3474,42,Male,Research & Development,Laboratory Technician,5077,0,22,No,Married,Medical,3,1,No
3475,27,Female,Operations,Coordinator,5843,4,22,Yes,Single,Life Sciences,1,1,Yes
3476,26,Male,Sales,Account Manager,5405,0,32,Yes,Single,Technical Degree,4,1,No
3477,20,Female,Research & Development,Research Scientist,3197,0,5,No,Married,Medical,2,2,No
3478,59,Female,Finance,Accountant,2394,2,36,Yes,Divorced,Medical,3,2,No
3479,25,Female,Finance,Financial Analyst,7667,6,40,No,Married,Medical,1,3,No
3480,52,Female,Operations,Operations Analyst,8116,16,14,No,Married,Other,3,3,No
3481,26,Female,Finance,Finance Manager,6278,8,18,No,Single,Medical,1,1,No
3482,40,Male,Research & Development,Research Scientist,5339,7,33,No,Divorced,Medical,2,3,No
3483,39,Female,Operations,Coordinator,6144,6,2,Yes,Married,Life Sciences,1,3,No
3484,50,Female,Operations,Coordinator,4657,3,24,Yes,Married,Medical,4,2,No
3485,48,Female,Human Resources,HR Manager,6241,5,17,No,Married,Other,4,4,No
3486,20,Male,IT,Software Engineer,4188,1,4,No,Married,Life Sciences,4,3,No
3487,26,Female,IT,BI Analyst,7396,8,9,No,Married,Marketing,3,4,No
3488,55,Male,Finance,Accountant,6779,11,25,Yes,Divorced,Life Sciences,3,3,Yes
3489,19,Female,Sales,Sales Representative,5452,1,17,No,Divorced,Medical,2,3,No
3490,45,Female,Sales,Sales Executive,4658,12,17,Yes,Single,Technical Degree,2,2,No
3491,41,Male,Finance,Financial Analyst,5571,0,13,Yes,Divorced,Technical Degree,4,3,No
3492,41,Female,Research & Development,Research Scientist,4193,4,16,Yes,Married,Medical,2,3,No
3493,27,Female,IT,System Administrator,3333,0,32,Yes,Divorced,Technical Degree,4,1,No
3494,56,Male,Human Resources,Recruiter,6509,0,33,No,Single,Technical Degree,3,4,No
3495,49,Male,Operations,Operations Analyst,5180,5,7,No,Single,Medical,2,4,No
3496,28,Female,Human Resources,HR Executive,7154,8,9,Yes,Married,Life Sciences,2,4,No
3497,19,Female,Human Resources,HR Manager,5538,1,25,No,Divorced,Marketing,1,3,Yes
3498,42,Female,Research & Development,Data Analyst,4392,3,2,Yes,Single,Medical,1,1,No
3499,56,Female,Research & Development,Data Analyst,5617,9,19,Yes,Divorced,Marketing,1,4,Yes
3500,26,Female,IT,BI Analyst,5728,5,31,No,Single,Medical,4,4,No
3501,34,Male,Human Resources,HR Manager,4116,9,13,Yes,Divorced,Technical Degree,2,4,No
3502,44,Male,Research & Development,Data Analyst,5719,8,8,Yes,Single,Medical,1,3,No
3503,28,Female,Finance,Accountant,6932,8,17,Yes,Divorced,Technical Degree,3,2,No
3504,49,Male,Human Resources,HR Executive,8624,12,31,Yes,Single,Life Sciences,3,3,No
3505,54,Male,Sales,Account Manager,8482,11,15,Yes,Divorced,Other,1,4,No
3506,57,Male,Sales,Sales Representative,5788,7,29,Yes,Single,Medical,2,4,No
3507,23,Female,Research & Development,Laboratory Technician,6128,5,11,No,Divorced,Marketing,3,1,No
3508,51,Male,Operations,Operations Analyst,5485,4,1,Yes,Married,Medical,4,1,Yes
3509,58,Female,IT,BI Analyst,4225,5,8,No,Married,Medical,1,2,No
3510,38,Male,Operations,Coordinator,6816,11,16,No,Single,Marketing,1,2,No
3511,47,Female,IT,BI Analyst,5549,14,24,No,Divorced,Life Sciences,1,4,No
3512,53,Female,Research & Development,Research Scientist,4789,3,39,Yes,Single,Technical Degree,4,1,No
3513,35,Female,Research & Development,Data Analyst,6979,10,4,Yes,Divorced,Other,2,1,No
3514,51,Female,Operations,Operations Manager,4397,7,35,No,Single,Other,3,3,No
3515,39,Male,Sales,Sales Representative,4637,1,12,Yes,Married,Technical Degree,3,4,No
3516,26,Male,Operations,Operations Manager,3361,0,22,No,Divorced,Life Sciences,2,4,No
3517,20,Male,Operations,Operations Analyst,3321,2,21,No,Divorced,Marketing,2,3,No
3518,49,Male,Research & Development,Research Scientist,8468,12,19,No,Divorced,Marketing,3,2,No
3519,46,Female,Operations,Operations Manager,2881,0,36,No,Divorced,Other,1,4,No
3520,52,Male,Operations,Operations Manager,3060,0,40,No,Single,Life Sciences,4,3,No
3521,59,Female,Finance,Accountant,5753,9,6,Yes,Divorced,Medical,4,3,No
3522,57,Male,Finance,Finance Manager,3923,7,31,No,Single,Medical,2,4,No
3523,45,Male,Research & Development,Research Scientist,5583,9,17,No,Married,Other,3,2,Yes
3524,36,Female,Finance,Financial Analyst,5388,6,25,Yes,Single,Other,4,2,No
3525,55,Male,Human Resources,Recruiter,2616,0,4,Yes,Divorced,Medical,4,2,No
3526,49,Female,Research & Development,Laboratory Technician,6728,9,25,Yes,Single,Life Sciences,2,3,Yes
3527,19,Male,Research & Development,Research Scientist,4639,1,38,No,Married,Medical,4,3,No
3528,39,Male,Human Resources,HR Executive,3428,6,1,No,Married,Technical Degree,4,1,No
3529,59,Female,Research & Development,Laboratory Technician,4967,4,13,Yes,Single,Medical,2,1,No
3530,59,Female,Finance,Accountant,8074,13,28,Yes,Divorced,Other,2,3,No
3531,46,Male,Finance,Finance Manager,7717,12,28,Yes,Single,Technical Degree,4,1,No
3532,35,Male,Finance,Financial Analyst,4890,3,3,Yes,Married,Other,2,4,Yes
3533,37,Female,Operations,Operations Manager,4373,6,36,No,Single,Technical Degree,2,4,No
3534,45,Female,Operations,Operations Manager,4753,4,31,Yes,Married,Life Sciences,1,3,No
3535,50,Male,Human Resources,Recruiter,4503,12,34,No,Married,Other,4,1,No
3536,35,Male,Human Resources,HR Executive,5375,10,15,Yes,Married,Life Sciences,4,3,No
3537,50,Female,IT,BI Analyst,5415,0,14,No,Divorced,Other,2,4,Yes
3538,26,Female,Operations,Operations Analyst,7505,8,8,Yes,Divorced,Life Sciences,2,2,Yes
3539,31,Female,Operations,Operations Analyst,8721,9,18,Yes,Married,Technical Degree,1,3,No
3540,41,Female,Finance,Financial Analyst,5812,8,25,No,Single,Marketing,1,4,No
3541,32,Female,IT,BI Analyst,7242,7,20,Yes,Married,Technical Degree,1,4,No
3542,43,Female,Operations,Operations Manager,3717,2,25,No,Married,Technical Degree,4,4,No
3543,40,Female,Sales,Account Manager,2474,4,9,Yes,Married,Marketing,1,3,No
3544,49,Female,Research & Development,Research Scientist,3236,6,37,No,Divorced,Medical,1,3,No
3545,27,Male,IT,System Administrator,6538,6,18,No,Single,Life Sciences,3,3,No
3546,53,Male,Operations,Coordinator,7012,4,39,No,Divorced,Other,1,4,No
3547,59,Female,Operations,Operations Analyst,5429,0,4,No,Married,Medical,3,1,No
3548,55,Female,Finance,Financial Analyst,3940,8,6,Yes,Single,Life Sciences,2,2,Yes
3549,30,Male,IT,BI Analyst,6923,12,6,Yes,Single,Other,2,1,Yes
3550,40,Female,Sales,Sales Representative,2811,2,34,No,Married,Marketing,3,3,Yes
3551,27,Female,Human Resources,Recruiter,5097,5,5,No,Single,Technical Degree,1,3,No
3552,47,Male,Human Resources,Recruiter,5142,6,29,Yes,Divorced,Other,3,1,No
3553,33,Female,Sales,Account Manager,5534,8,28,No,Single,Medical,3,4,No
3554,54,Female,IT,BI Analyst,3820,0,5,No,Divorced,Other,4,3,No
3555,42,Male,Human Resources,HR Manager,4424,0,28,Yes,Married,Technical Degree,1,1,No
3556,48,Female,Human Resources,HR Manager,4696,2,26,No,Single,Technical Degree,2,2,No
3557,49,Male,Human Resources,HR Executive,5611,11,31,No,Single,Life Sciences,2,4,Yes
3558,56,Male,Finance,Financial Analyst,5979,10,1,Yes,Divorced,Technical Degree,3,2,Yes
3559,41,Female,Research & Development,Research Scientist,6811,13,23,Yes,Single,Marketing,1,3,No
3560,44,Female,Operations,Operations Manager,5324,2,7,Yes,Married,Technical Degree,2,1,No
3561,56,Male,Operations,Operations Analyst,3990,4,34,Yes,Married,Medical,3,1,No
3562,38,Male,Finance,Financial Analyst,4946,4,1,Yes,Single,Technical Degree,1,3,No
3563,36,Male,IT,BI Analyst,4429,11,4,Yes,Married,Other,3,2,No
3564,49,Male,Human Resources,HR Executive,6249,6,39,No,Divorced,Medical,3,1,No
3565,55,Female,IT,Software Engineer,7071,6,17,No,Single,Marketing,1,2,No
3566,19,Male,Research & Development,Research Scientist,4028,1,7,Yes,Single,Marketing,4,4,No
3567,49,Female,Research & Development,Research Scientist,6119,8,28,No,Married,Marketing,2,4,No
3568,26,Female,Sales,Sales Representative,5619,4,15,No,Married,Marketing,3,4,No
3569,47,Female,Sales,Sales Representative,4016,3,27,Yes,Single,Marketing,2,4,No
3570,31,Male,Research & Development,Data Analyst,6373,3,30,Yes,Single,Life Sciences,3,2,No
3571,31,Male,Operations,Operations Analyst,4474,0,37,No,Married,Medical,2,2,No
3572,57,Female,Operations,Coordinator,3482,6,29,No,Single,Medical,2,3,No
3573,26,Male,IT,Software Engineer,6320,7,8,Yes,Single,Technical Degree,2,4,No
3574,41,Male,Research & Development,Data Analyst,2817,8,19,No,Single,Life Sciences,4,1,No
3575,29,Male,Operations,Operations Analyst,5864,11,39,Yes,Single,Life Sciences,4,3,No
3576,43,Female,Human Resources,HR Executive,6889,8,18,No,Married,Medical,2,4,No
3577,44,Male,Operations,Coordinator,5292,2,11,Yes,Divorced,Life Sciences,3,2,No
3578,46,Female,Research & Development,Research Scientist,2514,4,11,No,Divorced,Life Sciences,2,3,No
3579,52,Male,IT,System Administrator,5569,10,4,No,Single,Other,4,1,No
3580,18,Male,Research & Development,Research Scientist,3516,0,28,Yes,Divorced,Medical,1,1,No
3581,59,Female,Operations,Operations Manager,5681,7,19,No,Married,Other,4,3,No
3582,53,Female,Finance,Financial Analyst,4392,8,16,No,Married,Technical Degree,4,1,No
3583,36,Female,Research & Development,Research Scientist,4610,3,34,No,Single,Marketing,3,4,No
3584,30,Female,Finance,Finance Manager,6863,12,21,No,Single,Marketing,1,4,No
3585,41,Female,Sales,Account Manager,6546,10,37,Yes,Married,Other,4,4,No
3586,38,Male,IT,System Administrator,4703,4,15,No,Married,Marketing,1,1,Yes
3587,35,Male,IT,System Administrator,5974,5,1,No,Single,Medical,2,1,No
3588,39,Female,Operations,Operations Manager,7181,11,13,No,Divorced,Medical,4,3,No
3589,20,Female,Finance,Accountant,3342,2,10,No,Married,Medical,1,3,Yes
3590,20,Male,IT,System Administrator,3630,2,10,Yes,Divorced,Other,2,4,Yes
3591,30,Male,Sales,Account Manager,5319,7,13,No,Single,Other,2,3,No
3592,60,Female,Sales,Sales Executive,4882,8,36,No,Single,Technical Degree,4,2,No
3593,60,Female,Operations,Coordinator,6324,6,35,No,Divorced,Medical,2,1,No
3594,49,Female,Operations,Operations Manager,6545,0,4,No,Divorced,Medical,4,1,No
3595,43,Male,Finance,Accountant,2569,4,28,No,Divorced,Other,3,2,No
3596,44,Female,Research & Development,Data Analyst,5540,6,34,Yes,Married,Other,3,1,Yes
3597,28,Male,Operations,Operations Manager,6439,5,25,No,Single,Medical,2,4,No
3598,49,Male,Operations,Operations Analyst,6357,8,35,Yes,Married,Life Sciences,3,4,No
3599,29,Female,Human Resources,Recruiter,5624,7,17,Yes,Married,Technical Degree,2,3,Yes
3600,37,Female,Human Resources,HR Executive,5474,13,25,No,Single,Other,1,1,No
3601,51,Female,Finance,Finance Manager,5578,6,17,No,Single,Medical,2,3,No
3602,57,Female,Operations,Coordinator,5237,9,40,No,Married,Life Sciences,1,4,No
3603,21,Male,Human Resources,Recruiter,4188,0,35,Yes,Divorced,Life Sciences,2,1,Yes
3604,30,Male,IT,BI Analyst,7537,7,38,No,Single,Medical,4,4,No
3605,33,Male,Finance,Finance Manager,5385,0,11,Yes,Single,Technical Degree,1,2,Yes
3606,29,Male,IT,System Administrator,6296,11,16,Yes,Married,Medical,1,2,Yes
3607,43,Male,Research & Development,Research Scientist,3511,0,1,Yes,Single,Medical,1,3,No
3608,25,Male,Research & Development,Research Scientist,6176,6,3,No,Single,Other,4,2,No
3609,24,Male,Sales,Sales Executive,6616,3,26,No,Single,Life Sciences,4,3,No
3610,58,Male,Operations,Coordinator,2162,1,22,Yes,Single,Marketing,4,4,No
3611,34,Male,IT,Software Engineer,3770,10,24,Yes,Married,Marketing,4,1,No
3612,57,Female,Human Resources,Recruiter,8991,5,4,Yes,Single,Medical,1,4,No
3613,20,Male,IT,Software Engineer,3155,2,40,No,Divorced,Other,1,1,Yes
3614,30,Male,IT,BI Analyst,5189,5,14,No,Single,Technical Degree,1,2,No
3615,41,Male,Sales,Sales Executive,6294,6,5,Yes,Single,Marketing,2,3,Yes
3616,28,Male,Finance,Accountant,6275,1,11,No,Single,Life Sciences,2,1,Yes
3617,40,Female,Finance,Finance Manager,6372,6,11,No,Married,Life Sciences,2,2,Yes
3618,46,Female,Sales,Sales Representative,6293,3,30,Yes,Divorced,Medical,1,4,No
3619,38,Female,Sales,Sales Executive,5333,4,33,Yes,Married,Medical,3,2,No
3620,28,Female,Research & Development,Research Scientist,3303,2,6,Yes,Divorced,Marketing,1,3,Yes
3621,18,Female,Sales,Sales Representative,3467,0,39,No,Single,Life Sciences,2,1,No
3622,38,Female,Sales,Sales Representative,3728,2,33,No,Single,Other,1,3,No
3623,21,Female,Finance,Accountant,3995,3,28,Yes,Divorced,Technical Degree,4,3,Yes
3624,59,Female,Sales,Account Manager,5268,5,26,Yes,Divorced,Marketing,1,4,No
3625,32,Female,Human Resources,HR Manager,2234,0,6,No,Single,Technical Degree,3,1,Yes
3626,46,Male,Operations,Coordinator,4865,7,37,Yes,Single,Other,2,2,No
3627,41,Male,Research & Development,Research Scientist,7660,10,5,Yes,Married,Life Sciences,1,2,No
3628,52,Male,Research & Development,Laboratory Technician,8183,8,24,Yes,Single,Marketing,1,1,Yes
3629,22,Male,Human Resources,HR Executive,5778,4,5,No,Married,Life Sciences,3,4,No
3630,40,Male,Human Resources,HR Manager,7692,3,13,No,Single,Marketing,4,4,No
3631,60,Male,Finance,Finance Manager,7264,13,35,Yes,Single,Other,3,3,No
3632,54,Female,IT,Software Engineer,7381,7,18,Yes,Divorced,Technical Degree,1,1,No
3633,47,Female,Operations,Operations Manager,4462,5,38,No,Single,Marketing,4,1,No
3634,24,Female,Operations,Operations Analyst,5594,6,7,No,Married,Marketing,1,2,No
3635,20,Male,Finance,Accountant,3498,2,36,Yes,Married,Marketing,2,2,No
3636,50,Female,Human Resources,Recruiter,4283,0,9,Yes,Single,Medical,4,4,Yes
3637,55,Female,Human Resources,HR Manager,5979,9,16,Yes,Divorced,Other,3,4,No
3638,57,Male,Finance,Financial Analyst,5905,11,31,Yes,Single,Marketing,2,3,Yes
3639,54,Female,IT,Software Engineer,4169,1,39,No,Married,Marketing,4,2,No
3640,47,Female,Human Resources,HR Executive,6173,5,26,Yes,Single,Medical,2,3,No
